text,label
dh mbak ga usah dilanjutin debatnya. cowo cuma mikir enak mah,udah mbak stop aja capek ntar. Bikin kesel aj	Anger
jadi nanti anaknya tertekan,menikah tujuannya bahagia trus memulai kehidupan baru dengan orang yang kita cintai jadi kalo mau punya?idak punya anak gapapa karena itu pilihan mereka asalkan mereka bahagia dan kalo mau punya anak disarankan punya persiapan yang mateng bgt!! bukan karna ortunya yg heboh sana sini
salah sih bang gua liat retweet lu pagi2 gini. auto kesel baca twit mutajir. jadinya kan gua memulai weekend yg cerah ini dgn kekesalan. emang bener kata emak,kalo bangun tidur jangan langsung buka twitter.	Anger
point ke 3 tuh kek apa banget yah,mutajir mutajir
anjeng gw kan make dn puasa gelar,kenapa pada bilang semangat puasa. bikin sakit hati aj	Anger
sering banget update sw,pas abis minjem duit eh
susah bgt liat orang lain bahagia sih,dasar para pelakor	Anger
ga biasanya subuh2 nlpon,"dg semangat bilang semua pegawai dikantornya hari ini wajib di pcr & swab gw yg dengernya spontan jwb ""moga semua masuk sorga"" auto nyolot & maki2 gw"
ngapain mikirin buat gitu!!! wasting time bgt dan tak penting,mending hidup bahagia hahahihi trs menjadi lebih baik.	Anger
orang mah enak punya tempat curhat *selain tuhan ya maksudnya* lah gua kalo curhat ke sape? guamah ngomong bener bisa disalahin,apalagi salah huft	Anger
besok disuruh ikut acara keluarga di puncak,badan rasa-rasanya lagi gak enak dan salah satu saudara jg ada yg gejala mirip covid tapi tetep mau datang dan gak mau diperiksa. udh bilang ibu biar gak usah datang
emang emang yang ngeliat gue dari luar tuh pasti kek asik banget yekan kerjaan enak,sesuai passion
yang ngehoax itu kalian dan media kok nyalahin ridwan kamil lawak banget,yang jadi permasalahan itu patung garuda yang 2t bukan keseluruhan istana negara baca baca makanya biar ga kemakan hoax terus sama aja kaya kaum sebelah kalian suka hoax
betooll bodoh banget yg suka ngmg: matiin rejeki org krn sinet tamat! sok tau bangett tp ya gitu,ngeyel	Anger
"biasanya jga kalo titip2 ke aku toh? knp ke ibu? udh tau ibu suka lupa masih aja nitip ke ibu, biasanya jga nitip ke aku trs di bls ""apa","nitip apa? nyenyenye"" mlh ngegas gue kasih tau biar klo nitip2 ke gue aja biasanya jga kaya gitu ajg	Anger"
asuh opung ini.. tolong hargain ya pung,tdk semua orang suka dengan postingan opung ini kara ini sumpah enak banget	Anger
friendlyy banget ofc ke cewe,playing victim
sumpah yaa,instagram tuh kadang resee suka gak kasih notiff	Anger
"eh kok papa kenal? namira liatin bokapnya penasaran. ""ini alex anaknya pak adin yg kecilnya suka kelai itu kan?!"" alex ngangguk","""sampe sekarang juga masih suka kelai"
risih,gak suka banget soalnya kayak yang terlalu .. gimana gitu	Anger
pas sma ga pernah bawa uang saku karena sekolahan deket banget dari rumah,bisa jalan. kadang males banget kalo kerkom jauh-jauh banget karena pulangnya suka malem dan kalau bayar ojol jadi mahal
"aga emosi pengen datengin ksy terus tanyain ""elo udah punya pacar beneran ga si? emosi banget",suka tmi ke anak yang ngecrush in elo
emg org suka gitu.. udh nitip gatau diri setidaknya kyk haii kak.. atau pagi kak,aku boleh nitip menpes ga? gitu aja pasti bisa kan.. trus jg jgn lupa bilang terima kasih itu tata krama yg pasti di ajarin kok dari kecill. bikin jengkel aja pagi-pagi	Anger
gue pernah nih dapet cerita soal begini dari mulut anak cowo langsung,"yang diginiin tuh anak cewe yang kebetulan emang gk terlalu di sukain sama anak kelas. walau gue juga gk suka sama nih cewek karena kelakuannya yang begitu tapi keterlaluan banget gue denger ceritanya juga""	Anger"
gue baik banget apa ya sampe orang suka minjem duit,minta jawaban maksa	Anger
w clingynya suka peluk peluk bkn ini anjing,ini apaan gajelas banget	Anger
fi: lucu cara ngomongnya kayak arashi ih. ci: idih fiel jelek banget suka mleyotin orang,suka ngajak gelut pula
sorry. kesel banget sama orang2 kaya gini. harus berapa kali gue jelasin. capek. lo pada suka anime lah,bola lah
aku lumayan kesel sama jawabannya,jadi aku cuma ngangguk2 doang. terus kedua temenku juga bilang gini
tp di dunia yg skrg ini kek nya malah jadi ancaman deh buat para cewe. dan sekali lagi kalo ada cowo di luaran sana yg masih suka cat calling cewe,lo tuh freak banget anjj.	Anger
"suka gak abis pikir klo orang punya pikiran selingkuh/main belakang kek heh anjg pacar lu mati""an jaga lu",ngurus hidup lu yg gak seberapa bagus
haha,itu jaksel day ngebekas banget jadi bikin aku suka ngetik i bercampur language. t ____ t keki banget	Anger
ge tuh heran juga ya,video video keluhan kayak gini tu kan udah banyak banget
biasanya yg pink sekarang yg ungu,ternyata ga suka wanginya plis ini kaya bau orang yg aku ga suka banget
negara emang suka gitu ya,ada isu satu yg gede
bener banget jaman sma dulu ada lgi temen yg suka gitu,mana dia bangga bgt abis nipu demi bantuan didepan gue padahal tinggalnya di komplek perumahan yg bagus. mau marahin tapi asyudahlah dianya juga gada kesadaran	Anger
sekiranya ig dipegang sm cowonya,jangan followan sm sec acc aing karna gada cowo di sec acc aku dan tbtb cowo tmn w ngeliat gtu aja suka ngelike ngelike. ga banget	Anger
ga suka banget org sembarangan naik ke kasur aku pas keringetan,atau kakinya ga dibersihin dulu padahal abis dri luar trus berpasir
aku dulu ada temen sekolah gayanya selangit,sok kaya banget
tapi kami suka kpop itu tulus kak. gak ngerasa juga dimanfaatin. karya mereka juga bagus kok. menurut kakak,karya mereka ga bermanfaat? mau aku kasih liat penghargaan2 yg mereka trima? julid amat sih. gitu banget bencinya sampai dibentur2in ama even motogp. aneh.	Anger
gemini plin plan banget,suka bgt ngerubah rencana seenaknya. mn orgnya ga jls	Anger
kenapa ya orang2 kok suka banget cari2 kesalahannya aespa? iri bilang sahabat. damn,kalo gasuka mending gausa diliat.	Anger
nah. selingkuh tuh penyakit. ga ada kata khilap. lo selingkuh kan dalam keadaan sadar. udh salah masih aja bela diri. please,jgn suka jajan diluar atau sex sembarangan
gue ga suka banget dichat terus.. ya kalo pembahasan lo bagus dan menarik bakal gue tanggepin,"masalahnya pembahasan lo tuh itu"" aja dan hal"" yang lo bahas tuh hal"" yang menurut gue sensitif.. jadi ya gue males balas chat lo	Anger"
dihh ga sopan bgt,ini kurir kurir anteraja sama jnt pada ga bener apa gimana sih
setuju,makanya kadang gue suka gedeg sama yg pro sm banget kayak anjir mereka aja urus artisnya ga becus	Anger
pasti guru gue dah ini,kaku banget sih gue kesel	Anger
tiap sabtu kebangunin anjir grgr dibelakang rumah ada ibu ibu suka senam dan pake speakernya tuh gede banget anjing suaranya kaya bener bener gede banget gila,udh pernah ditegur sebenernya tp diulang lg gt kaya minggu depannya pasti gede lagi si suaranya :) bgst pen tdr aku	Anger
males banget,nge-chat w kalo cuma mau nirun
kesel banget sumpah,"gimana ya. bisa2nya ngomong ""nanti kamu suka sama yang lain"
hadeeh kadang gue bingung banget yah sama cewe suka update2 kalo dia jadi selingkuhan gini tuh ceritanya merasa cantik banget apa gimana sih? jahat tauu beginii.. udah jahat diumbar2 jahatnya,gue aja yg cewek ilfeel liatnya
pernah,pas ngomong sama twice
"alasan utama nya adalah karna sangat"" melokaal (dari yg dia cover lagu cinta luar biasa","trs kalo ngomong indo tuh udah kek orang indo. bener"" yang kek ni orang beneran orang korea gaasih?! terus juga warna kulit nya yang aku suka. beda aja gtu dia sama temen""nya yg lain)..	Anger"
nenek ma mak ku nih,tapi klo ada orang lgi ngomong kadang suka ikut njawab
bapak sialan ya gabagus buat contoh,songong
honestly im not the cheerful type orangnya lebih suka diem,kalo ngga penting males ngomong
eh buset gedeg bgt bacanya anak setan lu pada,justru ini yg gua suka dari 2gether di ceritanya bener bener nunjukin cinta ya cinta
jujur gw kesel banget banget sama si anak kecil yang suka ketawa. kek. sumber masalah,ketawanya nyebelin bgt. hhhhhhhhhhhhhh walaupun dia dr desa yg org2nya kebiasa ketawa krn keadaan
polos banget kamu v ada yang hate kamu malah kamu anggap bercanda,"bener"" gak nyangka msh aja ada yng gak suka ama org baik seperti ini	Anger"
suka banget ya dikasarin,giliran ditampol beneran nangess
sumpah benci banget kalo dibalesnya gini. iye sehat-sehat aja sekarang,merasa bersih
lo aja kali yang terbebani aneh,kalau gamau nolongin yaudah gausah aneh banget si lu. gua aja gak terbebani malahan suka nawarin boncengan. kaaya baru bisa naik motor aj monyet.	Anger
"rame banget mall. kenapa juga semua orang pergi ke mall hari sabtu, minggu aja gitu sekalian. keluh kasper. ada lima belas menit mungkin mereka berputar cari tempat untuk parkir. ini salah satu alasan kenapa kasper kurang suka menyetir dikota",susah sekali parkirannya.	Anger
makanya gak suka banget kalo udah ikut campur,krn bukan bikin benar dan menenangkan
yg suka merusak tatanan,jangan di kasih ruang. wahabi lokal..	Anger
kalo bocah koar koar kasih bukti aja biar diem,gua gak suka kedamaian	Anger
tak jamin kasih rumah perumnas ku satu,jika loe bukan grombolannya mereka ?? sdh kelihatan pki pkinya di nkri nusantara siapa sih ?? ya yg suka teriak teriak pki .?? ditanya pki nya
amit amit banget gila kek bangga bgt tu orang suka ngentot sana sini,kek big rewards buat dia
rumit banget jadi orang ya,kalo ga suka ya simpel keep aja sih.ribet banget hidupnya	Anger
sumpah ya tuhan,maaf banget. tapi semoga dia dpt balasan karma setimpal krn ga adil dan suka nipu bawahannya.	Anger
sch! ini caranya gimana yaa biar temen temen ekstrakurikuler ndak pake kelas sender buat jadi ruang pertemuan. udah ditegur sama wali kelas sender masih bebel banget,mana kalo pake tuh suka gak ijin
benar banget,cancel culture dan pembenaran diri sendiri ala sjw zaman sekarang benar-benar sudah ditahap sangat menjijikan. gak beda jauh sama orang-orang di jalan
"gue liat ada yg ampe bilang ""lo ngarepin apa dari fandom ini"". kayak",anjir bgt lo! kalo sekiranya lo ga nyaman ada di satu fandom
semenjak bisa belanja online,beliau suka beli barang yang sebenernya nggak dibutuhin banget
bener banget. gue exol dari jaman overdose. pas orang tau gue exol pada bingung gitu,kok gue masih suka sama mereka padahal mereka udah ga terkenal dan udah tua. pengen banget gue sumpel mulutnya pake kaos kaki. gue ga jawab karna takutnya jadi ribut
itu gatau harga akun apa gimana,suka nyesek kalo ditawar sampe jatoh banget mana upf sekarang susah	Anger
suka kesel nggak sih,ketika udah dibantuin tuh nggak bilang makasih. bukannya gua mo ngemis ucapan terima kasih
saat itu juga pengen gua tonjok tapi ditahan jadinya gua dorong aja ampe jatoh dari bangku kalo suka tu bilang,"lah ini malah bikin 3 kelas benci gua semua manaan ada yang bikin grup ""haters nya bella"" kenapasi alay banget goblok	Anger"
masalah nya yang spread hate nih cowo yaallah gua keseringan ribut sama cowo mulu jaman smp tuh anjrit bolak balik masuk bk soalnya ribut mulu,"pas ditanya alesan nya bangsat banget ""saya ga suka dia bercanda nya sama yang lain selain sama saya bu"" anjingg	Anger"
dia nie ngeselin bngt ke guee suka bngt ngisenginn,tp dia tu kek andalan para guru
duh tuh anaknya nanti kelakuannya mirip gue banget deh. biar bisa dinasehatin terus tiap hari. daripada dulu suka nyindirin gue berkedok self reminder,mending langsung kasih copy pastenya aja ke mereka tuhan haha	Anger
saya sering banget ini gini,apalagi sekolah suka banjir kalo ujan. kan jadi nya nyusahin	Anger
kanye nih napa suka banget nyenggol yang lagi naik deh,toxic anj	Anger
gua emang orangnya suka becanda,tapi bukan berarti ga bisa serius. please be smart
brisik banget,ga suka.	Anger
buset! parah banget ya logika ibu ini,ini keluarga ibu yang jadi karyawan ga ada yang merasa keberatan ya
soalnya tiap ketemu yg ngaku suka banget sama muse,"kalo ditanya: ""oh suka muse"
di rl sering banget nemu model cwo begini,bucin sma istrinya pamer ke mesraan di sosmed jadi udh biasa liat cwo model begini
hadeuh kalo inget bulan ini bikin sakit ati banget anjeng,udah deket lama aku nya udah suka eh malah ujung ujungnya sama adek kelasnya kan anjenk kesel sendiri jadinya	Anger
hh benci banget sama akgae,akun yg suka bahas 1 member aja trus suka berantem sama akun lain udah aku bub berantem gitu lama lama bakal saling jelekin member lain trus berubah jadi akgae aku maless mutualan sm ornag kaya gituu	Anger
tapi lu selalu ngasih argumen seakan lu doang yg sakit anjing. kalo emang lo ga suka sama gue fine tinggalin gue dari awal,dan ga perlu ngerespon lebih dri itu
coba deh,sehari aja puasa ngegosip
emang kenapa saya cinta bendera merah putih saya cinta negara indonesia,situ nggak suka bendera indonesia. trus mau merongrong ogah kerja atau gimana? kalau berani ngomong sini gak usah sembunyi
dulu untuk jadi ustadz di pesantren,ya harus sudah mumpuni dalam bidangnya. bukan siapa saja boleh gak kayak sekarang banyak sesat!!	Anger
jangan cuma beraninya nge dm doank buktikan dengan ngajak kita ngeroom..jd bisa di buktikan semuanya,tidak semata bualan
nikmatin -_- saya ada 2 yg asli jarang ada kabar yg 1 lagi malah kadang jadi temen,jadi musuh
sangat,sangat kesal dan merasa tidak enak. aku biasa memperkenalkan suasana keseluruhan album melalui highlight clip untuk setiap album.. tujuannya adalah untuk memaksimalkan dan meningkatkan karakteristik musik secara visual melalui video dengan kualitas terbaik.	Anger
yang sedang saya alami. kemaren saya ada hubungan sama seseorang. 3th aku sama dia. kita udah sama sama dewasa. saya berusaha (finansial). tpi dia malah santai kyk gk mikir gimana caranya. saya sabar,telaten sama dia. tpi dia seenaknya saja.	Anger
serpihan apa? si anis beruntung mewarisi hasil kerja jokowi ahok jarot,dia tinggal cengar cengir gunting pita kayak badut goblok . mrt sudah jadi
hebatnya indonesia .. gak cuman pemilunya saja,tes covid pun juga begitu !?!?	Anger
emosy dah sm cowo yg suka nanya begini,mangnya semua cewe cuma mau naik mobil?! kalo misal dulu pernah punya pengalaman begitu sm cewe ya berarti emang cewe itu bukan target pasar lo soalnya cewe jg biasa kemana2 naik ojol broo	Anger
itu orang muka badak,.. merusak nama pp saja..	Anger
kalo biasa dengerin apa kata pastor,jangan ngomongin al-qur'an. lompat pagar namanya. jangan jadi begolah	Anger
iyaa,
laah yg bicara soal hoax siapa bos? hoax itu tentu aturan hukumnya. disini bahas kelakuan buzzerp yg seluruh berbeda pandangan politik lalu disebut kadrun. kalau soal hoax ya pasti pidana lah,jgn kau katakan org kritik ke pemerintah itu hanya menebarkan hoax saja. pea	Anger
gue yg mutusin emang,tp yg pamit rest emg siapa tau2nya gue dpt kabar begitu. disuruh keep it private dikira gue gatau apa kalo dia juga nyindir gue mulu
fuck masa lalu,
orang cuma bisa nya ngeliati hidup orang lain saja,tp mereka nggak pernah ngeliati hidup mereka sendiri aja belum bener!	Anger
dichat dia sampe 20 pesan,ternyata tadi gue mimpi bangstt	Anger
lah anjir kalo udah biasa manggil adik mah adik aja kali,gajelas lu anjir. emang lu aja aneh masih cari pembelaan	Anger
bubarkan saja ..ga ono manfaate,opo kontribusi gawe negara ?? Edan	Anger
gk usah mewek udah biasa gue liat kpop keluar masuk.gk usah lebay gk jadi lockey lagi.karna bias lu out.dalam dunia kpop keluar masuk itu hal biasa.kalau agensi dan denise tidak sejalan beda kemauan mau apa lu.mau maksa denise stay.mau maksa vine cegah denise ttap stay gk bisa,bikin jengkeeeelll	Anger
nama satu orang tercemar saja melapor ke polisi minta diusut tuntas..lingkungan hidup dgn biota jutaan makhluk hidup saja,tak satupun ada yg lapor ke pak polisi ..berarti biota lingkungan ini lebih bisa mawas diri koreksi diri..!! alloh lebih menyukai hamba pemaaf ..!	Anger
anjing.. korupsi 2,"1m cuma 1thn 4bln..apa kabar yg maling ayam karna lapar..karna hak nya di makan oleh pejabata"" macam manusia ini.. indonesia oh indonesia..miris bgt negara aing	Anger"
tapi keselnya sih ya itu,ada pertanyaan dari base yang mewakili gue banget
di komplek aku jg gini. kakek jual lap pel memelas cerita sedih,aku kasian dong aku beli dgn harga mahal
aku jengkelnya ke semuanya sih,mbulet kyk benang kusut btw udah selesai bacanya? kalau udah no spoiler please	Anger
sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye,knp bucin tolol semua	Anger
pagi pagi udah emosi baca au kesel,gak blh ada yg bikin bian kecewa atau sedih ih	Anger
kalo ketemu orang dan dia keliatan murung,coba tanya dia fans mu bukan? mu kalahh cukk !!	Anger
gue pagi ini kecewa bgt sama gojek,pertama kode voucher sama sekali ga bisa di claim. kedua alamat yg biasa gue gunain buat balik masa dititikin jauh bgt ke jakarta barat wkwkw gila gosend yg harusnya ga sampe 50rb jd diatas 60rb	Anger
aq dh 5 kali approach..smua ke reject..sedih siot..siap depress..tu la nk ckp takut nk approach dulu x la tp effect after approach tu yg prob..klau diterima ok..lau x sedih,malu
baru mau sedih kenapa close,endingnya bikin emosi. semoga hari lo senin terus	Anger
"tolong buat siapapun yg memang udah ""gabisa lagi jadi lockey"" karena masalah denis gpp gue mengerti",tapi plis bgt jgn mengajak atau bikin kompor kayak org goblok bikin tweet dgn mengajak yg lain buat ikutan sebab yg sedih bukan hanya kamu tapi semua lockey
anjing nih eps 3 sedih banget bangsat gue nangis ampe idung mampet,jadi kesel ah	Anger
anj j1min aing udah mau sedih,sialan lu ngetiknya kek gi mati aja
suka heran sama orang yang udah ngasu tp ga ada effort sama sekali buat mastiin gue sakit ati gak,gue kecewa gak.maksudnyaa lo tuh sadar gasih kalo habis ngejahatin gue
"mulutnya itu lho yaampun. aku diusir gara"" main ke homeparty mereka yang kebetulan cuma 4 orang doang",ku kira mah sepi kasian gitu
kebiasaan banget selalu bawa member lain,selalu ngebanding bandingin. dikira member lain gak sedih juga apa?	Anger
bangke ptmt,kelas gue jadi sepi banget anjir	Anger
hbis nntn layangan putus bareng murid2nya ya bund,jangan sedih yaa
terlalu cantik emak jd buzzer,biasanya kusam
ihh sama punya ku juga udh 2 hari masa tertunda terus kesel. tolong dong min ditindaklanjuti,kecewa sih	Anger
dan yg emng belom tau banyak lah tentang dunia ini gitu. tapi gw ngerasa sedih dan marah aja,gatau deh rasanya campur aduk. ini aja ngetik sambil nangisssss
aa kesel bgt anying. dia sudah di bandaraa,gift gue blm siap. ya allah sedih bgt gue uda gbsa nepatin janji buat meet up dari desember trs harini gbsa nganter dia ke bandara
ini segala keresahan gua udah mau ilang nihh,pokoknya pikiran udah mulai enak deh tapi entah kenapa fyp gua isinya cuplikan film layangan kusut
gue pernah datang lebih awal,sebelum waktu nya malah terus malah dibilang kek gini (kurang lebih) saking jombolnya jadi punya banyak waktu luang ya? gue ga tau mesti seneng atau sedih -_- jengkel ahhh	Anger
telat lu ngasih tau faktanya min,kalo sblm pertandingan kasih tau fakta nya kan gw gk se kecewa ini	Anger
